"MES","BCPP01","BCPP02","BCPP03","BCPP04","BCPP05","BCPP06","BCPP07","BCPP08","BCPP09","BCPP10","BCPP11","BCPP12","BCPP13","BCPP14","BCPP15","BCPP16","BCPP17","BCPP18","BCPP19","BCPP20","BCPP21","BCPP22","BCPP23","BCPP24","BCPP25","BCPP26","BCPP27","BCPP28","BCPP29","BCPP30","BCPP31","BCPP32","BCPP33","BCPP34"
2010-05-01,"49609266.729189999","13438301.557159999","7668057.2876599999","5632984.9741399996","188.28953999999999","137071.00582000002","36170965.172030002","18357577.694909997","8683366.1685499977","8720386.7396800015","2.1098300000000001","953822.67684999993","17251468.444020003","5986133.2482099999","10319876.000930002","17951.484120000001","927507.71076000016","561919.03310000012","215496.68417000002","345526.68787000002","858.19459999999992","37.466459999999998","4310438.7673210613","1788765.3407016089","1594897.7963605088","926775.63025894365","97216.610020000007","97140.652990000002","75.957029999999989","0","343307.22645000002","1294367.0606500001","8417165.9498640746","3478087.4879725981"
2010-06-01,"49225011.460539997","13359329.011149999","7489051.8928499985","5691047.8038299996","420.84478000000001","178808.46969","35865682.449390002","17883998.338300001","8474649.2492199987","8516835.8038000017","2.1098300000000001","892511.17544999986","17368486.707119998","6208351.531059999","10279630.233569998","17927.281270000003","862577.66121999989","613197.40396999998","215064.76501","397235.86554999999","858.19459999999992","38.578809999999997","4188524.4442222156","1778182.826221609","1532766.0737305086","877575.54427009844","110298.36470999999","110228.44721","69.917500000000004","0","96550.137860000003","1157993.2118899999","7998362.5748494603","3542898.0676725982"
2010-07-01,"49011203.227200001","13339454.462749999","7493943.0370000005","5684921.8046099981","148.17274","160441.44839999999","35671748.764449999","17609028.297510002","8399410.5461900011","8417809.6762699988","2.1098300000000001","791805.96522000001","17460556.60788","6505904.0281499997","10164899.178370001","17927.286350000002","771826.11500999995","602163.85906000005","208876.04086000001","392389.47381","858.19459999999992","40.149789999999996","4064054.7109424323","1776704.2900616091","1499096.15439","788254.26649082312","86699.356370000009","86614.310210000011","85.046159999999986","0","94111.970620000007","1132378.4618899999","8168806.0428522779","3420292.0995021155"
2010-08-01,"49312431.702959992","13269620.017959997","7542623.4549199995","5572470.677769999","419.26425999999998","154106.62101","36042811.684999995","17833220.771159999","8553393.0604000017","8499566.5151399989","2.1098300000000001","780259.08578999992","17594277.557939999","6815912.8577699987","10073917.668580001","14.387400000000001","704432.64419000002","615313.35590000008","253610.71426000001","360803.13433999999","858.19459999999992","41.3127","3909578.8077929076","1759187.9629316092","1351746.7187100002","798644.12615129806","95628.628039999996","95515.830860000002","112.79718","0","108637.55982000001","1115052.54532","8250588.9610145856","3495789.6148521155"
2010-09-01,"50164349.858469993","13412885.83509","7592322.1341399997","5753239.1998700006","503.28425999999996","66821.216820000001","36751464.023379996","17989193.897070002","8654495.3948800005","8604182.9214900024","2.1098300000000001","730513.47086999996","18199696.665209997","7483094.001720001","10018253.271979999","14.38846","698335.00305000017","562573.46110000007","222745.10693000001","338927.87050999998","858.19459999999992","42.289059999999999","4093680.6799429073","1763185.244701609","1498703.0642900001","831792.37095129804","82180.746929999979","82084.013519999979","96.733409999999992","0","92700.345820000002","1097153.8186999999","8321421.8592845835","3545782.116992116"
2010-10-01,"50817916.466199987","13774547.264519999","7945806.2645199988","5754313.7887699986","326.11592000000002","74101.095310000004","37043369.20167999","18102810.734499991","8727658.7449799981","8734798.006029997","2.1098300000000001","640351.87365999992","18208923.4366","7672696.1291899998","9854361.7813900001","14.389510000000001","681851.13650999998","731635.03058000002","239888.03756","490845.81698","858.19459999999992","42.981439999999992","4045021.9206535439","1758255.7493186092","1462009.89693","824756.27440493449","95487.956639999989","95407.47675999999","80.479880000000009","0","76517.049510000012","1089642.7700399999","8390663.5582504012","3614968.0499263629"
2010-11-01,"51601234.96859999","14124678.582039999","8183323.8248499995","5900631.6232400006","368.79874000000001","40354.335209999997","37476556.386559993","18269114.677529998","9347943.3991899993","8359988.9237499982","2.1068099999999998","561180.24778000009","18459710.868919998","8150005.6066099992","9637784.1304800007","14.36992","671906.76191","747730.84010999999","269512.15698000003","477318.45202999999","856.96334000000002","43.267759999999996","3914744.6268774392","1751991.091941609","1357484.2615900002","805269.27334582992","79522.700639999995","79391.044039999993","131.6566","0","81735.492899999997","1044301.42099","8470194.8042439148","3693091.747216363"
2010-12-01,"51099910.616361991","14696034.249406997","9293596.0169269983","5333795.4948299993","373.64108999999996","68269.096559999991","36403876.366954997","17246456.467045996","10094357.600786997","6682792.449209","2.1007500000000001","469304.31630000001","18187629.950886","8340354.5208299989","9198332.6070659999","14.32962","648928.49337000004","969789.94902299996","347447.838223","621444.04334999993","854.50081999999998","43.566629999999996","4008367.6723616263","1780193.2273396091","1352513.10748","875661.33754201722","133947.86234000002","133865.40044000003","82.4619","0","102114.59705999999","958642.43735999998","8624797.0270781666","3808322.5509563806"
2011-01-01,"50887361.990832999","14792678.284365498","9315283.4955204986","5461698.7846749993","443.95383999999996","15252.050329999998","36094683.706467502","17308239.300143998","10099901.5674305","6858294.8293035002","2.1007500000000001","350040.80266000004","18019168.144829001","8550047.7835499998","8867887.289898999","14.33066","601218.74072","767276.26149449986","265135.3777445","501242.58265999996","854.50081999999998","43.800269999999998","4011075.4098522323","1745142.7225796091","1401264.07124","864668.61603262334","92925.444689999989","92889.253379999995","36.191310000000001","0","100980.12147000001","934352.43735999998","8684682.687647","3739591.1635931856"
2011-02-01,"51767418.030509993","15190005.451533999","9638438.6297340002","5540857.4152999995","471.49984000000001","10237.906660000002","36577412.57897599","17799151.517395999","10524060.597204","6990866.4638519986","2.0947","284222.3616399999","17996397.596135996","8738497.7191699985","8681098.3190259989","14.290400000000002","576787.26754000003","781863.46544399997","275690.72519600001","505361.82481799996","766.83447000000012","44.080959999999997","3979691.087517505","1706631.3576676091","1416020.9078000004","857038.82204989577","138365.37442000001","138215.86481","149.50960999999998","0","146739.06490999999","818443.82062000001","8804625.3586500008","3650209.498021008"
2011-03-01,"52163629.267909005","15232568.244442496","9815474.0439474974","5407102.533295","580.24580000000014","9411.4213999999993","36931061.023466505","18155074.73649","10744600.014267504","7163158.3566024983","2.0886499999999999","247314.27696999998","18009526.384612504","9025004.7747600004","8471280.6121425014","14.250140000000002","513226.74757000001","766459.9023640001","269978.51619749999","495672.35258250003","764.61818400000004","44.415399999999991","3975874.0646352642","1704946.1348236091","1417230.89234","853697.03747165541","773302.28970999992","153989.88686","619312.40284999995","0","100941.77469000001","791685.88043999998","8825562.3193609994","3731734.195959874"
2011-04-01,"51154752.028281003","14491434.284136003","8754035.1806810014","5730973.4368850011","269.75061000000005","6155.9159600000003","36663317.744144998","17940222.960887998","10526594.496030999","7217437.3874070002","2.0856300000000001","196188.99182000002","17867011.932210002","9089616.5624700002","8290992.9638300017","11.383649999999999","486391.02225999994","856082.85104700003","369155.20077900001","486119.35915799998","763.51005000000009","44.781059999999997","4425816.0863754544","1730420.0048736092","1864527.6224099998","830868.45909184532","659946.57663999998","659871.16983999999","75.406800000000004","0","84931.061429999987","773230.89342999994","8687068.8930690009","3811253.2098943815"
2011-05-01,"51218504.390394494","14280990.196601998","8665260.7502244972","5609616.2682975009","847.81789000000003","5265.3601900000003","36937514.1937925","18151526.932390999","10643223.897114502","7377874.1672364995","2.0856300000000001","130426.78241000001","18003155.310820002","9350146.4207000006","8162955.8923900006","14.231570000000001","490038.76615999994","782831.95058149996","289890.83722049999","492174.83207599993","721.09282499999995","45.188459999999999","4325435.2675807178","1801946.6772836088","1598724.1682299997","924764.42206710996","97177.688979999992","97101.397429999997","76.291550000000001","0","61676.705799999996","736754.42282000009","9020558.5523255002","3889598.9541043816"
2011-06-01,"52873428.370013997","14810236.763961498","9023184.2904814985","5782693.9983599996","168.36051999999998","4190.1145999999999","38063191.606052503","18995634.976224001","11479125.763341501","7417516.444592502","2.0825900000000002","98990.685700000002","18251756.058559503","9692120.3534399997","8064843.4181394996","13.597630000000001","494778.68935","815800.57126899995","346029.54250349995","469047.75010349997","677.69059200000004","45.588070000000002","4043281.4843220124","1701488.801393609","1447541.2516900001","894251.43123840331","96463.742830000003","96346.112139999997","117.63069","0","89057.112339999992","722501.21801000007","9003691.1731460001","3998784.1098559052"
2011-07-01,"53093546.339437298","14756304.887801802","8719053.3091463","6033681.8726055007","164.60287","3405.1031800000001","38337241.451635495","18807077.4105682","11243834.2732323","7472582.2329858998","2.0795599999999999","90658.824789999999","18802381.7137818","10408726.722700002","7895344.3276417991","13.57882","498297.08461999998","727782.32728550001","274955.26194270002","452349.69791300001","431.39980980000001","45.967619999999997","4261697.058039479","1753301.6917836089","1616174.4527999999","892220.91345587012","854916.41636000015","854347.7644300001","568.65193000000011","0","84192.816460000002","724903.36013000004","9117151.1196199786","4133221.7266932232"
2011-08-01,"54640524.310333498","15219964.040960997","9316889.5476984996","5899435.1090624994","173.92525999999998","3465.45894","39420560.2693725","19382756.094649006","11978712.233428504","7328270.6769905007","2.0795599999999999","75771.104670000001","19258223.516810998","10977909.41436","7781618.2357909996","13.57977","498682.28688999999","779580.65791249997","306644.06100650004","472509.54910499998","380.64689099999998","46.400909999999996","4115412.53670948","1691505.3445336092","1503098.7129500003","920808.47922586999","112572.62555000001","112446.67666000001","125.94889000000001","0","113096.41768000001","745049.97176999995","9535962.0679656155","4230081.6031232234"
2011-09-01,"55678189.625871994","15061846.824841997","9313070.5075919982","5745199.0895100003","210.55326999999997","3366.6744699999999","40616342.801029995","19956403.281348001","12604021.293831998","7305083.4827359999","2.0795599999999999","47296.425219999997","19888398.618211996","11779041.680689998","7607589.8293719999","13.580729999999999","501753.52742","771540.90147000004","315765.45953800005","455390.29558999999","338.35279200000002","46.793549999999996","4187442.0810960326","1767619.618383609","1491445.2749999999","928377.18771242362","124713.03031999999","124649.85523999999","63.175080000000001","0","46480.753190000003","722009.44447999995","9163101.658521302","4330126.171513225"
2011-10-01,"56328915.173550494","15567041.571662998","9795498.4298854992","5767872.2942575002","247.38326999999998","3423.46425","40761873.601887494","19699102.505286999","12365994.615585502","7297879.2251514988","2.0795599999999999","35226.584989999996","20156204.996582996","12174516.000429997","7494589.5231929999","13.581689999999998","487085.89126999996","906566.10001750011","458249.70348949998","447973.1675150001","296.05869299999995","47.170319999999997","3928671.1604369963","1685447.5455936091","1313889.7924100002","929333.82243338693","118007.51325","117921.61044","85.902810000000002","0","88379.309820000009","718592.17725999991","9352547.0032601357","4591564.3544132244"
2011-11-01,"58758694.740053989","16553387.759698996","10720042.301718997","5830091.88564","336.90657999999996","2916.6657600000003","42205306.980354995","20304665.998927999","12885882.689058999","7388304.2350290008","2.0765500000000001","30476.99829","20807474.843760997","12891220.566169998","7457579.2633210002","10.72841","458664.28586","1093166.1376660003","546404.59066099999","546460.62780900009","253.39521599999998","47.523979999999995","3916232.9186037816","1684870.2923394088","1287168.0366700001","944194.58959437255","107032.57685000003","106887.13272000002","145.44413","0","51869.133469999993","770660.76671999996","9531904.0499620512","4728245.129784748"
2011-12-01,"60861391.564734995","16860561.027287494","11145822.478842497","5711529.4719449999","306.21055000000001","2902.8659500000003","44000830.537447497","21507281.129049998","13910788.4066025","7565299.9613575004","2.0765500000000001","31190.684540000002","21222748.304147497","13385582.496799998","7430663.1772274999","10.72939","406491.90072999999","1270801.1042500003","749996.67697250005","520545.42316750006","211.16267999999999","47.841430000000003","4077236.4473489816","1686812.5368446088","1436804.20575","953619.70475437248","376988.23894000007","376878.81303000008","109.42591","0","78642.796960000007","723026.44880999997","9496913.6419489142","4889527.7391447481"
2012-01-01,"60742927.167066","16752598.378896004","11243206.421216002","5508361.5743700014","235.00534999999999","795.37796000000003","43990328.788169995","20734554.400031999","13111122.654075999","7601696.0483959997","2.0765400000000001","21733.621019999999","21964702.895303998","14420740.122649999","7257222.5493139997","10.73033","286729.49301000003","1291071.4928340001","758784.26905400003","532070.15758599993","168.93014400000001","48.136049999999997","4018794.3767502988","1673081.380586609","1415720.9179900002","929992.07817368954","319192.70384999999","319130.47531999997","62.228529999999999","0","92908.878020000004","692156.44882000005","9438279.7892962433","4856951.4776647482"
2012-02-01,"61617687.870277002","17069924.085384499","11430063.505399499","5639350.3418650003","145.25601","364.98210999999998","44547763.784892507","20700785.335004002","13088580.060369499","7594228.816164501","2.0765400000000001","17974.38193","22610262.072400503","15289049.873040002","7068796.5165104987","10.731290000000001","252404.95156000002","1236716.3774879999","730554.02316550002","505987.28062450001","126.69760799999999","48.376089999999998","3978407.8522537313","1669230.736316609","1389350.1058199999","919827.01011712244","318760.47745000012","318615.61202000012","144.86543","0","111692.93685000001","683280.58493000001","9658356.0972234495","4699796.1044247467"
2012-03-01,"63404794.345088005","17572881.008812997","11615634.357742999","5956660.773120001","248.01324","337.86470999999995","45831913.336275004","21343362.156896003","13633697.649403","7692783.7142930012","2.0765500000000001","16878.716649999998","23166243.041276999","16153687.827110002","6776893.4718569992","10.73227","235651.01004000002","1322308.1381020001","776795.23081700003","545379.87398300006","84.465072000000006","48.568229999999993","3975819.6790903979","1670117.2800066089","1407258.2244299999","898444.17465378903","316029.19805999997","315948.58743999997","80.610619999999997","0","81085.35291999999","622739.57903999998","9911222.451283237","4688777.9309847467"
2012-04-01,"63564076.649819002","17720878.944411501","11252958.879666502","6467220.0767650018","148.7116","551.27638000000002","45843197.7054075","21395915.438458003","13708300.449586501","7673027.0249515017","2.0765400000000001","14585.88738","23154995.241383497","16513554.620279999","6434545.8154734997","10.733220000000001","206884.07240999999","1292287.025566","756990.99408850004","535205.05778150004","42.232536000000003","48.741159999999994","4072838.249130398","1659872.8326966092","1539821.4698599998","873143.946573789","1617732.2107199999","816223.19237999991","801509.01834000007","0","74075.657609999995","684542.63933000003","9665183.2047683727","4747873.3175447471"
2012-05-01,"64695275.079743199","18408074.669009201","11799842.7648452","6607423.7766140001","234.24633","573.88121999999998","46287200.410733998","21523995.125974398","13842903.708719201","7665540.5044251997","2.0765500000000001","15548.83628","23501349.4953508","17248678.915630002","6086019.7315807994","10.734170000000001","166640.11397000001","1261855.7894088","748559.42853079992","513213.66966919997","33.786028799999997","48.905180000000001","4031081.5786652314","1652781.9814266092","1449351.6429600001","928947.95427862171","150169.69484000001","149984.90259000001","184.79225","0","75413.144070000009","599134.23815999995","9880416.0772591457","4823241.3737447485"
2012-06-01,"65751253.600407392","18493423.341306899","12091501.388973901","6400636.6098629991","206.95705000000001","1078.3854199999998","47257830.259100497","22138435.527510799","14467622.120871902","7659059.5795689011","2.0765500000000001","11751.75052","23845991.9250881","17804699.821300004","5912712.6670080991","10.73512","128568.70166000001","1273402.8065016","764656.11096309999","508721.30406690005","25.339521600000001","5.1950000000000003E-2","4222233.5074178427","1651008.0007466092","1629371.29581","941854.21086123353","138380.61771000002","138317.93082000001","62.686890000000005","0","76748.141799999998","640901.27682000003","9843054.9318418875","4918242.0227147471"
2012-07-01,"64979821.582421601","17359939.021284599","11231246.616932601","6128176.7665719995","229.64986000000002","285.98792000000003","47619882.561136998","22114217.411597203","14463657.773324603","7640165.7013625996","2.0765500000000001","10391.860359999997","24258732.3351954","18371321.187460002","5824121.7078654002","10.736090000000001","63278.703780000003","1246932.8143443998","752565.40473539999","494350.46444459993","16.893014399999998","5.2150000000000009E-2","4509059.5818570666","1637093.721160609","1904903.50022","967062.36047645751","143072.40896999996","143024.74234999996","47.666619999999995","0","94995.562260000006","613490.01555999997","10192199.462996649","4999109.1016995227"
2012-08-01,"66136592.1274058","18128077.998762302","11793155.283911301","6334428.7169110002","181.24844999999999","312.74948999999998","48008514.128643498","22387653.102113601","14820173.099777302","7557800.7080663005","2.0765500000000001","9677.2177199999987","24217579.6406027","18539001.491829999","5626777.9469827004","10.737050000000002","51789.464740000003","1403281.3859271999","911939.44333769998","491333.44374230003","8.4465071999999992","5.2340000000000005E-2","4233821.8307582606","1630760.1337206091","1651708.18141","951353.51562765159","145305.07588000005","145147.56935000003","157.50653","0","132698.20899000001","593573.26471000002","9948581.7331342511","5234237.8672857964"
2012-09-01,"66621574.962202907","18322599.893331151","12122692.25176565","6199236.9027155014","244.65213","426.08672000000001","48298975.068871751","22264440.420966797","14600592.40821865","7654579.6244881488","2.0765500000000001","9266.3117100000018","24571030.438966356","19005442.020480003","5524941.7567263497","10.738","40635.923759999998","1463504.2089386","971705.52381884982","491794.40935614996","4.2232535999999996","5.2510000000000008E-2","4209097.6367164422","1630442.6265906091","1626509.5985799998","952145.41154583334","1223835.2742100002","147524.94792000001","1076310.3262900002","0","98890.181140000001","623277.01710000006","10210635.634358319","5395948.471255797"
2012-10-01,"67569701.480614319","18841828.48532892","12188632.102880521","6652132.1250983998","224.31428","839.94307000000003","48727872.995285399","22276482.21123144","14635696.078740921","7632448.3061605208","2.0765500000000001","8335.7497800000001","24857896.031847082","19418998.574900001","5409645.4892870802","10.738960000000001","29241.2287","1593494.7522068801","1121890.6009930801","471600.71990091994","3.3786028799999999","5.271E-2","4171121.516844321","1632056.8861006089","1543565.5321900002","995499.09855371225","176015.71823999999","175914.46815","101.25009","0","151562.31010999999","611899.5636799999","10452845.562011741","5508767.4243657961"
2012-11-01,"69514415.672665745","19383916.167616691","12779846.970445387","6603549.488501301","207.34025","312.36841999999996","50130499.50504905","23152377.637506079","15637796.613843191","7506041.2757828878","2.0765500000000001","8537.6713299999992","25297918.517127808","20004782.101309996","5286118.6772378106","10.739930000000001","7006.9986500000014","1680203.3504151602","1204929.7221373101","475271.04142569005","2.5339521599999997","5.2900000000000003E-2","3964383.347239776","1629920.112090609","1347453.7384200001","987009.49672916671","155332.74450999999","155238.69417","94.050339999999991","0","196353.9969","624846.37760999997","10546460.178331088","5666531.0047657955"
2012-12-01,"73991290.159387156","21440488.961334456","14782206.04646026","6657825.920084198","140.69821999999999","316.29656999999997","52550801.198052704","25090566.026070721","17461211.554905463","7620703.3923452608","2.0765500000000001","8649.002269999999","25706485.60722854","20529725.093180001","5169822.3453585394","10.740890000000002","6927.4277999999995","1753749.56475344","1282301.2012915399","471446.62107046001","1.6893014399999999","5.3090000000000005E-2","3984430.165010382","1619683.062340609","1386954.0815000001","977793.02116977272","656313.04905000015","655836.53032000014","476.51873000000001","0","104177.03438","603688.14908","9979446.8590071201","6249349.1290757963"
2013-01-01,"73856291.725568578","20320031.828172233","13467935.653955132","6851563.534327101","177.41754","355.22235000000001","53536259.897396341","25103291.723565355","17333689.778107729","7761179.9961576285","2.0765500000000001","8419.8727500000005","26559008.662829269","21419518.018130001","5132579.4659592696","10.741850000000001","6900.4368900000009","1873959.5110017199","1393018.3752057699","480940.23785522999","0.84465071999999997","5.3290000000000004E-2","4337278.1663158359","1621118.433880609","1709406.74801","1006752.9844252273","529372.08192999999","528798.46507000003","573.61685999999997","0","79432.809800000003","600626.48738999991","10197473.216047427","6372159.8569557965"
2013-02-01,"74977758.900209278","21047754.561971113","13847805.302957566","7199302.6303035477","136.71720999999999","509.91150000000005","53930004.338238172","25140047.483702675","17335073.029058859","7796467.6059738165","2.0765500000000001","8504.7721200000015","26880653.990989637","21849946.50403","5023778.7387696356","10.742810000000002","6918.0053800000005","1909302.8635458597","1428081.5890028849","481220.79871761496","0.42232535999999998","5.3499999999999999E-2","4215591.8733512908","1616752.8376506092","1631714.4025000001","967124.63320068188","499160.40726999997","498614.14509999997","546.26216999999997","0","121016.36487999999","583612.65544","10455754.439427802","6227734.8094057953"
2013-03-01,"75283515.681823432","20929842.780142888","13827981.538230048","7101172.0644628396","95.130049999999983","594.04739999999993","54353672.901680544","24965718.011570148","17117053.045013092","7840069.4368670536","2.0765500000000001","8593.4531400000014","27447993.611109711","22504323.906280003","4936933.6792997085","10.74377","6725.2817599999998","1939961.2790006879","1475153.1839943079","464807.70345609199","0.33786028800000001","5.3690000000000002E-2","4226126.3865315942","1617266.4670406091","1656296.1812700003","952563.73822098481","601902.49006999994","601420.74670999998","481.74336","0","115074.40356999999","556884.36727000005","10587215.974524468","6274557.5330657959"
2013-04-01,"75016981.095110506","20211715.073978785","13006230.722176297","7204795.7496424848","98.421330000000012","590.1808299999999","54805266.021131724","25272337.025758874","17347597.134495206","7915789.8118036706","2.0765500000000001","8948.0029099999992","27470804.480599746","22697907.210440002","4766101.6122197444","10.744729999999999","6784.9132099999988","2062124.5147731018","1609926.3923650193","452197.77285033051","0.29562775199999997","5.3929999999999999E-2","4354027.9777712906","1619242.4800106091","1768788.6276100001","965996.87015068182","1060774.0607","1060246.84189","527.21880999999996","0","126969.52095000001","587763.89676000003","10689762.549889084","6355399.8115057964"
2013-05-01,"76110090.940987587","20538539.75506467","13218986.440122541","7319145.7926421296","101.89207999999999","305.63022000000001","55571551.185922913","24857086.715877607","16896131.337757319","7950313.6751002902","4.0710000000000003E-2","10641.662309999998","28401484.707819786","23822547.981559999","4572377.9193997821","24.465689999999999","6534.3411700000015","2312979.7622255161","1677019.4118257309","635960.04285456904","0.25339521599999998","5.4150000000000004E-2","4711402.0280864425","1618601.4810806089","2111259.7673900002","981540.77961583331","175592.61368000004","175083.08226000002","509.53141999999997","0","141112.66545999999","519288.34628000006","11063421.510554302","6473083.8306257958"
2013-06-01,"78140070.416844636","21716306.555400554","14539935.476648781","7175682.7593517751","229.60497999999998","458.71441999999996","56423763.861444086","25554803.237006344","17521366.662139434","8023481.8230869099","4.07E-2","9954.7110800000028","28494524.346049815","24153599.032759998","4334461.3223798173","9.8918300000000006","6454.09908","2374436.2783879298","1735770.9505764425","638665.06229880755","0.21116267999999999","5.4350000000000002E-2","4142614.0792146246","1618255.4357906091","1556556.2910100003","967802.3524140151","248356.06899999999","247736.66378","619.40521999999999","0","149947.82899000001","498064.92190000007","10728123.071580138","6544361.7833157964"
2013-07-01,"78183765.836141706","20878426.307866443","13673737.663155025","7204147.9521714188","229.12437","311.56817000000001","57305339.528275266","26543478.670625076","18470112.699801546","8063655.2540035276","4.07E-2","9710.6761200000001","28417554.528019849","24363234.339779995","4047526.347389854","9.8926599999999993","6783.9481900000001","2344306.3296303442","1695051.606727154","649254.49939304602","0.168930144","5.4580000000000004E-2","4382314.0487973504","1615066.9021606089","1803751.2571399999","963495.88949674228","366874.99025000003","366222.34130000003","652.6489499999999","0","160390.10490000001","540451.63931","11151793.378982188","6635786.9586457964"
2013-08-01,"78836082.300728783","20632841.541912336","13728666.658971271","6903615.1498910636","248.96156999999999","310.77148","58203240.758816443","27140603.221803803","19079207.497293659","8051708.6508601457","4.07E-2","9687.0329499999989","28814608.192079887","24979999.075270001","3828102.1289998903","16.773790000000002","6490.2140200000013","2248029.3449327578","1643699.1818878655","604329.98155728448","0.12669760799999999","5.4790000000000005E-2","4246512.9143403815","1606651.553320609","1687830.3936799997","952030.96733977261","214731.49797000003","214157.52756000002","573.9704099999999","0","165430.71218","525045.78930000006","11150360.237231495","6747788.6016357969"
2013-09-01,"80575412.274485856","21608817.05673822","14220856.28053751","7387327.8464107085","316.28082000000006","316.64896999999996","58966595.217747629","27003555.922522534","18926947.362585772","8067561.5641867621","0","9046.99575","29500845.234239925","25851550.416989997","3642838.6676599272","9.4341399999999993","6446.7154499999997","2462194.0609851717","1694790.837148577","767403.08433152293","8.4465072000000002E-2","5.5039999999999999E-2","4316212.8080531089","1604015.5851706089","1759725.4139000003","952471.80898250011","172338.08937","171758.13287999999","579.95649000000003","0","160882.50959999999","514618.89448000002","10848142.536978457","6851344.8894657968"
2013-10-01,"82496302.174672931","22536683.233544108","14916130.473043755","7619926.8625703538","304.93252999999999","320.96539999999993","59959618.94112882","27650180.923171271","19507473.025257889","8134031.1784533821","0","8676.7194600000003","29745252.290749967","26145252.041830003","3593422.1713599632","9.434899999999999","6568.6426600000004","2564185.7272075857","1808393.8707092884","755791.75892576145","4.2232536000000001E-2","5.534E-2","4398051.7843561396","1598533.367710609","1856141.6835799997","943376.73306553042","184484.13738","183786.01155","698.12583000000006","0","253459.27590000001","448118.49476000003","11032237.116765963","6962011.1027957974"
2013-11-01,"82836208.243519992","23046112.89469","15357196.780200001","7688429.17631","106.38019","380.55798999999996","59790095.348829992","27313189.516140003","19193281.59392","8111693.5490000006","0","8214.3732199999995","29789629.538739994","26309785.854149997","3473498.3098599999","9.435649999999999","6335.9390800000001","2687276.2939499998","1924555.3343399998","762720.90395000007","0","5.5659999999999994E-2","5120144.8161003152","1816915.8236672091","2338580.3661000002","964648.62633310608","164738.24378000002","164095.34384000002","642.8999399999999","0","375354.51890000002","599721.65061999997","11397838.760182006","7062385.658275797"
2013-12-01,"88766090.971619993","24804823.610539999","17406162.680769999","7397577.868280001","186.60693000000001","896.45456000000001","63961267.361079998","30886096.137539998","22536506.4538","8341362.3910299987","0","8227.2927099999997","30393690.143499997","26975309.936109997","3412161.4070100002","9.4364100000000004","6209.3639699999985","2681481.0800399999","1950429.3327100002","731051.69134000002","0","5.5990000000000005E-2","4675097.8632720187","1592726.4033986093","1954249.2843599999","1128122.1755134091","654840.87863000005","654053.58366","787.29496999999992","0","199189.30838","593607.98466999992","10929993.385651749","7276634.4664657973"
2014-01-01,"87698197.267790005","24099986.127379999","16780823.89579","7318657.0422299989","186.92646999999997","318.26288999999997","63598211.140410006","30463638.480519999","22126349.259349998","8329534.9623999996","0","7754.2587700000004","30437772.360450003","27053441.081650004","3378490.1458800002","9.4371799999999997","5831.6957399999992","2696800.2994400007","1951472.0807200002","745328.16243000014","0","5.629E-2","4902554.9135748968","1593014.3111036089","2189937.0521600004","1119603.5503112879","626151.25214999996","625413.13857999991","738.1135700000001","0","273525.40179000003","581596.33789000008","11355726.438907484","7101966.7998757958"
2014-02-01,"87197885.939349994","23942014.518879998","16815714.730270002","7125712.8852799991","189.83463999999998","397.06868999999995","63255871.420469999","29939723.421409998","21525247.610199999","8406718.8027199991","0","7757.0084900000002","30626556.601310004","27290252.79682","3330471.7063600007","9.4379400000000011","5822.6601900000005","2689591.3977500005","1947884.2773400003","741707.06384000008","0","5.6570000000000002E-2","4998069.5998248979","1593497.5488536092","2294329.0412600003","1110243.0097112879","663665.34172000003","663091.96051","573.38121000000012","0","283311.36324999999","574628.21400000004","11536906.99428484","7109457.9542757962"
2014-03-01,"88345247.510509998","24760800.743649997","17370853.505919997","7389247.8959600003","330.91789000000006","368.42387999999994","63584446.766860001","30256664.003329996","21756562.586389996","8492226.4615099989","0","7874.95543","30647850.281350005","27350806.381240003","3291255.5860699997","9.4387000000000008","5778.8753399999987","2679932.4821799998","1934233.26978","745699.15555000002","0","5.6850000000000005E-2","5092595.3839276247","1586451.935933609","2357615.6438600002","1148527.804134015","707303.58412000013","706845.99777000013","457.58635000000004","0","260934.52782999998","561263.61638000002","11658054.985455198","7205706.3208557963"
2014-04-01,"89320814.690699995","24160368.374849997","16674531.424789999","7485294.3746800013","174.49986999999999","368.07551000000001","65160446.315849997","31785045.826780003","23193763.296580002","8582802.5281499997","0","8480.002050000001","30685789.610829994","27445374.354979996","3234480.0137100001","9.4394500000000008","5925.8026900000004","2689610.87824","1923355.44242","766255.37867999997","0","5.7140000000000003E-2","5238274.5714382306","1625400.448163609","2454577.9571400001","1158296.166134621","831333.33510999987","830873.98833999992","459.34676999999994","0","212516.48336999997","545832.57410999993","11765750.400592286","7320993.479575797"
2014-05-01,"89398504.831009984","24602714.631659999","16801159.185909998","7801112.8294900004","88.498739999999998","354.11752000000001","64795790.199349992","31238067.363669995","22584588.586479995","8643165.1373299994","0","10313.639860000001","30870869.594899997","27783521.411709998","3082093.5110300002","9.4402299999999997","5245.231929999999","2686853.2407800001","1935051.8384999998","751801.34486000007","0","5.7419999999999999E-2","5426761.0252958061","1582550.1894236091","2702356.8296900005","1141854.0061821968","327034.14648000005","327013.89638000005","20.250100000000003","0","211237.38365999999","537424.14513999992","12241692.141266249","7469449.5913357968"
