"MES","AMBM01","AMBM02","AMBM03","AMBM04","AMBM05","AMBM06","AMBM07","AMBM08","AMBM09","AMBM10","AMBM11","AMBM12","AMBM13","AMBM14","AMBM15","AMBM16"
2012-07-01,"87451191.021752611","87446507.524616808","-4683.4971357999993","-31072632.893457986","1176639.3959552001","1454639.3283094","-277999.93235419999","11604848.280024264","0","-8974203.5895823687","36976145.654643193","25355066.91542","8751113.465180004","58063.852470595535","2811901.4215726","11621078.739223199"
2012-08-01,"89616978.667343393","89616536.362875193","-442.30446820000003","-32641457.860811513","1181724.9944386003","1454840.3227422002","-273115.32830360002","10803671.828995692","0","-9438338.7037246656","37915235.268250123","25426304.411499999","9821254.8774100021","57052.965686926218","2610623.0136532001","12488930.856750129"
2012-09-01,"92056102.951194197","92054803.181300402","-1299.7698937999996","-31624133.681827988","1184212.7410716002","1455161.2378640003","-270948.49679240002","10729974.295732906","0","-11077395.029397661","39808812.685307235","25897634.733320002","9829174.6396399997","55783.209057241795","4026220.10329","13911177.95198724"
2012-10-01,"94474217.467295408","94475395.601774603","1178.1344792","-35032581.714718997","1203894.0844162002","1455197.3567930001","-251303.27237680001","10437046.241869714","0","-10310809.595004641","39897674.000118263","26314863.11214","9616782.4571400005","31859.521620858897","3934168.9092174","13582810.887978259"
2012-11-01,"95530938.119979605","95528814.978723004","-2123.1412565999999","-34484140.436760709","1227195.4815882004","1455208.2442990004","-228012.76271080002","9639685.1891257018","0","-10344301.352387771","42290006.623293623","26514101.976720002","11385987.314429998","30448.3475904269","4359468.9845532011","15775904.646573626"
2012-12-01,"95537302.473660618","95536782.480309814","-519.99335080000014","-29315840.06477908","1230435.4774110003","1455405.7225702002","-224970.24515920001","8979307.2554239091","0","-9801990.2549518067","48670600.375916816","29304721.410129998","15940434.778550003","30557.117748228604","3394887.0694886008","19365878.965786833"
2013-01-01,"96376112.256239191","96374004.759692788","-2107.4965463999997","-31541942.457583632","1137182.9219524001","1455685.8809914002","-318502.95903900004","9103130.9752352741","0","-11015068.573579015","45853153.171793662","28012281.894219995","14417852.327740001","30671.148241275001","3392347.8015924008","17840871.277573679"
2013-02-01,"96730242.823632598","96731574.449857205","1331.6262246000001","-33255567.942846306","1210416.4105458001","1455332.2267254002","-244915.81617959999","9851629.7933108564","0","-9727446.1574149039","45106015.340606332","27306081.07308","13833117.409259999","30791.287510734604","3936025.5707556005","17799934.267526332"
2013-03-01,"97327463.7450822","97333384.033607394","5920.2885251999996","-34246472.31551218","1203895.5664372002","1455050.1896246001","-251154.62318739999","11274140.274486423","0","-9868298.1209429502","43142448.600577846","27228804.140340004","12011812.787109997","30903.621121443994","3870928.0520064007","15913644.460237842"
2013-04-01,"97454960.666376606","97453275.872328609","-1684.7940479999995","-36347891.509988785","1219792.6225956001","1455308.3172244001","-235515.6946288","11520913.25819","0","-8913287.9194112476","41892660.601382174","27317810.705010001","10754521.322739998","27673.362000176799","3792655.2116319998","14574849.896372175"
2013-05-01,"96092336.851470396","96088896.884576395","-3439.9668940000006","-36985881.54332412","1232462.1833268004","1455179.3535462003","-222717.1702194","11379480.80514","0","-7490943.5601966083","41468493.126136467","27559287.579709996","10232972.262030002","27785.905764474395","3648447.3786320006","13909205.546426475"
2013-06-01,"95708681.977897808","95704237.555535004","-4444.4223628","-35653628.517633736","1239326.3294770003","1455262.1489094002","-215935.81943240002","12394364.575539999","0","-5585849.5204821341","43314165.69371894","28006657.39683","11252832.462569999","27889.070881747197","4026786.7634372003","15307508.296888946"
2013-07-01,"98170942.575578615","98170463.099377215","-479.4762013999997","-37909190.046343148","1229150.4597130001","1455436.2945718002","-226285.83485879999","11897093.054960001","0","-7000503.9872385561","42593305.946749911","28120126.41474","10440139.547669997","27960.158035716904","4005079.8263042001","14473179.532009915"
2013-08-01,"98792861.250032589","98793498.707574993","637.45754239999974","-41299918.696498387","1235258.4780400002","1455424.0372136002","-220165.55917359999","11344335.83752","0","-3678436.1575899813","43705429.036464222","28193829.798689999","11849310.930580005","28020.349828025101","3634267.9573662006","15511599.237774231"
2013-09-01,"99590410.049912587","99583003.25172919","-7406.7981834000002","-41345434.098601684","1212527.7407918002","1455642.4204218001","-243114.67963","13505753.451116603","0","-3348523.5811129138","42603226.65987318","28401661.837819997","10705070.708770005","28155.281217390599","3468338.8320658007","14201564.822053196"
2013-10-01,"97754840.110687211","97752221.763317809","-2618.3473694000004","-41671917.323780075","5343255.0594076002","1455809.7306768002","3887445.3287307997","14600629.324643601","0","-3631602.5073643364","43193946.014306799","28843926.220980003","10617702.046740001","28311.319192802101","3704006.4273939999","14350019.793326803"
2013-11-01,"97605235.386033192","97600648.984102592","-4586.4019306","-41205002.824314818","5631333.0744992001","1748697.2189334002","3882635.8555657999","16147561.988225998","0","-2505885.1037101019","43378118.544281475","29206523.124009997","10142645.200160006","28474.442950671899","4000475.7771608005","14171595.420271479"
2013-12-01,"98990791.746015415","98990999.416600212","207.67058480000077","-33813097.812691644","5303659.6270041997","1455395.3308363999","3848264.2961677997","16751873.264341399","0","-2123565.2145092636","51605915.081477314","32716398.74058","14813900.084490003","27476.578553704199","4048139.6778536006","18889516.340897307"
2014-01-01,"99603166.458777785","99602092.711752385","-1073.7470254000002","-35379873.657794498","5304249.3252587998","1455196.925299","3849052.3999597998","20784655.8774864","0","-2240860.4402175918","46502025.808538094","31188644.194600001","11239953.494750004","27622.932879897002","4045805.1863082009","15313381.613938102"
2014-02-01,"99865788.685507581","99864320.071531385","-1468.6139762000005","-35909120.431382149","5305383.9333538003","1455320.3301819998","3850063.6031718003","21243571.3012418","0","-3047454.9934936203","44971025.892743811","30835216.297740001","10262956.105999997","27763.068593415599","3845090.4204104003","14135809.595003814"
2014-03-01,"99405215.210952014","99401889.07183221","-3326.1391198000001","-37354259.685190022","5514984.8599087996","1485463.4358643999","4029521.4240444","21070638.590838999","0","-2911921.6651712544","43583380.129660547","30229381.528079998","10354326.961649995","27900.601166744997","2971771.0387638006","13353998.601580542"
2014-04-01,"99696557.957112178","99680983.857715383","-15574.0993968","-38644746.607878737","6168352.4547434002","1552517.7936855999","4615834.6610578001","19239501.875688601","0","-3047528.712321464","44933133.215966776","30314577.332880002","11371539.728079999","31050.866901972997","3215965.2881048","14618555.883086773"
2014-05-01,"99749116.840714604","99745997.667451799","-3119.1732627999995","-39922868.134744726","6496292.3117375998","1757257.7678264","4739034.5439112","19120281.187308598","0","-2492073.9951869994","44710185.835211873","30550862.265150003","11412084.191189999","30501.604304282999","2716737.7745676003","14159323.570061883"
2014-06-01,"101588719.09253618","101586518.36852118","-2200.7240149999998","-39064965.928607702","6179030.0244423999","1456416.1011087999","4722613.9233336002","19232397.912668601","0","-3222177.1507123001","46248208.124989986","31016997.829300001","12412856.090530002","30664.730393974594","2787689.4747660002","15231210.295689978"
2014-07-01,"102031406.32493201","102032390.6106974","984.28576540000086","-41939025.653691001","6781553.5444729999","2806673.4866511999","3974880.0578217995","18066131.8753586","0","-2808347.6835753061","45999454.656780109","31008182.134150002","12531389.397500005","36780.624687702402","2423102.5004424006","14991272.522630109"
2014-08-01,"105610887.3750364","105618557.60524601","7670.2302096000012","-44207526.102950044","5950919.2702682","2057913.1795748","3893006.0906933998","17775785.80026","0","-2445703.4568709955","47132791.285223559","31293199.733649995","13344997.820989998","36985.641977975203","2457608.0886055999","15839591.551573573"
2014-09-01,"104764912.03687602","104766010.80993602","1098.7730600000002","-42349181.198990591","5297125.7624687999","1452862.4834118001","3844263.2790569998","18428141.046080001","0","-979333.41754952073","48305382.136724703","31388003.264030006","14502469.105579998","37197.754584304799","2377712.0125304004","16917378.872694705"
2014-10-01,"105552974.55737442","105552401.87641102","-572.68096339999988","-40838065.709731817","5804715.9763082005","1912974.3115786002","3891741.6647295998","18042493.25358","0","-633692.50722748786","51843439.063143305","31935587.076809999","17248498.108180001","37647.7213157156","2621706.1568376007","19907851.986333318"
2014-11-01,"106174945.63310461","106176007.19018441","1061.5570797999999","-40093649.966347881","5313323.9173336001","1432116.1975213999","3881207.7198121999","18176432.88462","0","-466478.85641388595","52751707.84305644","32282778.901520003","17340563.079860002","37758.770433439604","3090607.0912430007","20468928.941536441"
2014-12-01,"103742696.92378622","103744837.73194382","2140.8081576","-29328915.759721372","5371426.2612638008","1493735.3271340001","3877690.9341298002","18594715.551279999","0","66308.507766671479","61256800.381815329","36670596.130389996","21142619.85052","37892.970468926411","3405691.4304364002","24586204.251425326"
2015-01-01,"103497931.97396381","103498942.49881761","1010.5248537999997","-31461852.360015273","5265640.0975251999","1400940.2020552","3864699.8954700003","19617267.14872","0","434158.81866624579","58118611.381419986","34911155.650370002","19109790.88414","39544.341710393201","4058120.5051996005","23207455.731049992"
2015-02-01,"103884496.26793","103884497.8766","1.6086700000001584","-31891980.87247932","5265659.5482999999","1396817.4430344002","3868842.1052655997","21960568.127500001","0","851830.90972453728","56149437.725975215","33839186.080850005","17379250.531609997","41731.647388008299","4889269.466127201","22310251.645125207"
2015-03-01,"102677273.850032","102677479.65963601","205.80960399999981","-31100461.763368092","5231656.3400961999","1396526.4081670002","3835129.9319291995","25014515.034310002","0","1374400.4636782818","53168353.856128395","33144828.910799999","14793147.488739997","41927.941192388396","5188449.5153959999","20023524.945328385"
2015-04-01,"101809080.74298641","101812620.66817521","3539.9251888000008","-33126363.105549008","5740723.6455610003","1885810.8468988002","3854912.7986622001","22556011.424030002","0","790452.00759712234","52657881.866565511","32939508.605849996","14939320.542029999","41845.945945132","4737206.7727404004","19718373.260715533"
2015-05-01,"100483061.15700999","100483509.47564019","448.31863020000014","-31763446.206964374","5242366.8963677995","1394579.9876982002","3847786.9086695998","22330803.909460001","0","1261131.3402459435","52892309.277199358","33434673.94484999","14870552.447340004","50005.866902161193","4537077.018107201","19457635.332349367"
2015-06-01,"100896457.61278723","100899329.54684803","2871.9340608000002","-31746886.380987838","5285846.0909230001","1398578.0964030002","3887267.9945200002","19952264.63411","0","1093695.2181166559","55576847.906729043","33398302.914220002","17223465.614419997","50184.490572647403","4904894.8875163998","22178544.992509045"
2015-07-01,"99374487.379992992","99374474.787365392","-12.592627600000007","-33903953.379198723","5273057.6048540007","1397312.6024992","3875745.0023548002","18442184.83636","0","2402632.6982957516","54704039.467584014","33224316.824609995","16299438.352880001","43320.300648625001","5136963.9894453995","21479722.642974027"
2015-08-01,"98459249.805970207","98461760.175018802","2510.3690486000005","-34604179.077711254","5269571.9942731997","1397170.6448834001","3872401.3493897999","16355752.12535","0","1912627.075110795","54681517.672292948","32988557.994769998","17468749.092400003","44278.8658869508","4179931.719236","21692959.677522954"
2015-09-01,"97595667.336274803","97612467.312663808","16799.976388999999","-33442229.593978196","5266104.5691131996","1401343.2579252","3864761.3111879998","13306949.252700001","0","1841196.4504819028","57953789.509191707","32688028.515059996","20459154.512100007","45015.626631324798","4761590.8554004012","25265760.994131733"
2015-10-01,"95814691.339371204","95816741.947172403","2050.6078011999998","-31437801.849881683","5265186.1194958007","1400668.0848876003","3864518.0346082002","11275217.01956","0","1670434.5910407994","60037293.180466115","33217098.091510005","22502183.249279998","45149.900785120808","4272861.9388910001","26820195.088956121"
2015-11-01,"92805007.863160595","92806132.527712792","1124.6645521999999","-29994733.169060737","5352816.5501878001","1400269.6160208001","3952546.9341670005","9453004.0146700013","0","2879763.334272949","61589850.563890606","33019796.193630006","23892877.415149994","45312.762339402398","4631864.192771201","28570054.370260596"
2015-12-01,"89563474.436227396","89565137.047161996","1662.6109345999998","-15862082.772082074","5214597.2507601995","1400672.2407826001","3813925.0099775996","10097451.315579999","0","2748016.178261295","71566553.777586818","37180572.122819997","29493852.918660004","63969.151128019199","4828159.5849788003","34385981.654766828"
