"MES","BCCP01","BCCP02","BCCP03","BCCP04","BCCP05","BCCP06","BCCP07","BCCP08","BCCP09","BCCP10","BCCP11","BCCP12","BCCP13","BCCP14","BCCP15","BCCP16","BCCP17","BCCP18","BCCP19","BCCP20","BCCP21","BCCP22","BCCP23","BCCP24","BCCP25","BCCP26","BCCP27","BCCP28","BCCP29","BCCP30","BCCP31","BCCP32"
2006-04-01,"5795834.9184799995","2892653.5134080672","2149151.1628703293","743502.35053773795","113376.98433039998","113875.19213359999","-498.20780320000648","301914.45728160004","38293.914031200009","99078.617170028097","152.85699439999999","152.85699439999999","0","10436224.258575199","9824987.1441647299","5130057.2348643299","2852564.1867700005","318571.31087952928","1814461.5302232001","144460.20699159999","388882.12869759998","388489.87932000001","0","392.2493776","4183576.9650563998","4041115.7279499997","0","142461.23710640002","122470.8155464","103531.49927","0","18939.316276400001"
2006-05-01,"6033953.4688900001","2950369.4509911076","2112055.9973620716","838313.45362903597","94579.149173599988","115384.5719504","-20805.422776800006","306445.32283359999","38157.328072799995","97561.461135802005","152.85699439999999","152.85699439999999","0","10677330.796224","10777032.455977723","5713777.2399637215","3297159.8736900003","315307.39741092193","1956726.2610384","144583.70782440001","426426.26014759997","426034.01076999999","0","392.2493776","4510436.1423992002","4359701.4092100002","0","150734.73318920002","126392.81346719999","105604.98634999999","0","20787.827117199999"
2006-06-01,"6392124.4446999999","3084755.6225075088","2077316.6976177688","1007438.92488974","115314.11998039999","113751.24705319999","1562.8729272000044","307975.97360119998","38585.680189599996","97781.465534712392","152.85699439999999","152.85699439999999","0","10322850.068338001","11304875.173161346","5960801.8329349458","3613645.9767799997","412127.639159346","1790369.7360356001","144658.48096000002","469149.28526759997","468757.03589","0","392.2493776","4694937.5272931997","4545167.5687899999","0","149769.9585032","179986.52766560001","122593.03031999999","0","57393.497345600001"
2006-07-01,"6677423.9291400006","3132781.2566952081","2052339.6413334806","1080441.6153617278","114243.85857839999","115101.12009159999","-857.26151319999997","311259.8353036","33374.076035199985","98325.751650002203","152.85699439999999","152.85699439999999","0","10680940.954619197","12098219.680010824","6518803.0831072247","4208903.9615799999","435693.27113842499","1729519.466206","144686.38418279999","463804.62953759998","463412.38016","0","392.2493776","4921232.9213920003","4778152.5347100003","0","143080.38668199998","194379.04597400004","137442.66922000004","0","56936.37675399999"
2006-08-01,"6718049.1887400001","3275702.6657626787","2023731.8708315778","1251970.7949311011","61821.207534000008","114656.9801175","-52835.772583499995","311964.9170565001","31910.469384000004","97181.042020638793","152.664963","152.664963","0","10618553.207274001","12797748.764040448","6896497.0421399483","4533246.7233599992","404084.08324344899","1814867.7560234996","144298.479513","469267.31925199996","468875.56264999998","0","391.75660199999999","5246084.7896494996","5102494.4574199999","0","143590.33222950003","185899.612999","130759.38115","0","55140.231848999996"
2006-09-01,"6997972.0722700004","3027721.4981650924","1696216.8438036202","1331504.6543614722","100420.886577","114622.50708900001","-14201.620512000009","318771.71804050001","30944.341102500006","99332.603771656795","152.664963","152.664963","0","10602077.605388001","13662331.27862752","6927142.7279265178","4636602.03211","436184.68877301767","1708782.5512094998","145573.45583400002","484007.69709199999","483615.94049000001","0","391.75660199999999","5541202.3941425011","5403587.6592200007","0","137614.73492250001","709978.45946649997","142611.48466000002","0","567366.9748064999"
2006-10-01,"7066030.3798400005","3163601.1834768411","1715968.7140314616","1447632.4694453795","96432.780684000027","115326.51075300001","-18893.73006899999","318609.16853249999","31103.183692499995","97783.703812590393","152.664963","152.664963","0","10701749.483523501","14014619.988550106","6842587.0285751056","4439342.5206899997","453906.15671510552","1805017.2641624999","144321.0870075","473396.930162","473005.17356000002","0","391.75660199999999","5686921.4852244994","5546576.6681499993","0","140344.8170745","1011714.5445884999","148411.51833000002","0","863303.02625849994"
2006-11-01,"7434551.1989700003","3453210.1982078943","1714520.8016422498","1738689.3965656445","102895.9752615","116172.37890749999","-13276.403645999997","321784.19970799994","30203.526633000001","99342.582324505405","152.664963","152.664963","0","11040723.846046502","13858969.83321696","6875037.04425296","4482950.4650100004","443689.05579745967","1803783.2357475001","144614.287698","500979.79412199993","500588.03751999995","0","391.75660199999999","5467426.5137134995","5340664.5131599996","0","126762.00055349999","1015526.4811285001","140977.24017999996","0","874549.24094850011"
2006-12-01,"8773573.2238799985","4376529.1590517405","2424563.15937695","1951965.999674791","118532.66670049999","116196.5901252","2336.0765752999932","322868.03340939997","30937.080933200003","97986.636456575492","152.28090019999999","152.28090019999999","0","11039221.610672899","12367211.208562344","5894684.0917011434","3388996.6230099997","465395.14982374344","1897041.9142506002","143250.40461679999","440701.45364079997","440310.68258999998","0","390.77105079999995","4732336.2176936995","4627275.0965299997","0","105061.12116369999","1299489.4455267","175624.15082000001","0","1123865.2947066999"
2007-01-01,"8152455.2253900003","4362130.0927507831","1907017.6561447666","2455112.4366060165","119077.48384769999","115536.8238857","3540.6599619999974","324133.98705900001","97640.108518399997","97279.402065465998","151.89683739999998","151.89683739999998","0","11167468.819143599","13344190.291264642","6521609.3809227422","3924376.7450600001","508483.90342174243","1945840.7101993999","142908.0222416","472199.07390960003","471809.28841000004","0","389.78549959999998","4806587.236241499","4708314.3798499992","0","98272.856391500012","1543794.6001907999","192871.86742","0","1350922.7327707999"
2007-02-01,"8231973.7473400002","4633837.2395307189","1807985.9775491671","2825851.2619815515","117069.4440843","115216.9947738","1852.449310499996","323892.61348840001","97664.131262100011","99012.526270980481","151.51277459999997","151.51277459999997","0","11324409.587175103","13826757.11046318","6435949.8902425803","4003119.19362","536685.4890586813","1753467.3500943","142677.85746959999","521320.65926839999","520931.85931999999","0","388.79994840000001","5102096.0549166994","4991346.9966399996","0","110749.05827669999","1767390.5060354997","232098.87129000001","0","1535291.6347454998"
2007-03-01,"8398986.7241699994","5040315.644541556","1812234.5541900019","3228081.0903515546","115874.15516189999","116353.499409","-479.34424709999564","329036.61970440001","97842.860118299985","99028.520202203974","151.51277459999997","151.51277459999997","0","11155555.396634299","14418709.319246598","6564935.6152629992","4125414.3950500004","590717.66481509758","1705060.0634823001","143743.4919156","538320.37783839996","537931.57788999996","0","388.79994840000001","5304880.4810452992","5205840.2716099992","0","99040.209435299999","2010572.8450998999","218531.11900000001","0","1792041.7260999"
2007-04-01,"8795358.6180199999","5082296.3484464306","1741666.3543245788","3340629.9941218514","120246.43732290002","117839.72782080001","2406.7095021000059","328444.24166290002","98039.944980600005","98978.897130460493","151.51277459999997","151.51277459999997","0","11403385.7791229","15444433.252857067","7084516.9501285646","4560247.6156800007","646864.32312166388","1731645.2733851997","145759.73794169998","552365.82307839999","551977.02312999999","0","388.79994840000001","5530401.7791250004","5421568.9851100007","0","108832.79401500001","2277148.7005251003","238739.96748000002","0","2038408.7330451002"
2007-05-01,"8986333.9175300002","5222436.3572109314","1646924.1934426813","3575512.16376825","114787.6400856","115484.4913605","-696.85127490000423","331712.60067919991","97935.779234999995","98293.740271231509","151.12871179999999","151.12871179999999","0","11273868.445171403","16165978.8365189","7442637.9531095987","4946912.7197499992","672622.65113109967","1682170.8385809998","140931.74364749997","607970.7295872001","607582.91519000009","0","387.81439720000003","5770723.1168128001","5659455.1173299998","0","111267.99948280001","2344647.0370093002","272243.26295","0","2072403.7740593001"
2007-06-01,"9410205.0303099994","5882086.6741781207","1863654.0794331005","4018432.5947450204","-22653.747837499996","1036.7980915000001","-23690.545928999996","332362.15867000003","97850.346790499985","97075.360176589602","150.74464899999998","150.74464899999998","0","11269052.462430499","15376288.567142893","7408387.5258098934","4801365.7738800012","746993.62780739309","1719442.7547599997","140585.36936249997","643936.17689599993","643549.34804999991","0","386.82884599999994","5793587.0804284997","5681910.7069899999","0","111676.37343849998","1530377.7840084997","357255.60175999999","0","1173122.1822484997"
2007-07-01,"9924408.1538799983","6073751.6512112217","1747320.9017327863","4326430.7494784351","13574.1175059","1037.3730108","12536.7444951","330547.2864029","92656.333062299993","97466.343863703194","149.20839779999997","149.20839779999997","0","11243646.7310795","16142591.526715323","8372979.7347474238","5775328.0392300002","779277.97076942341","1679221.0725255001","139152.65222250001","659472.7072512001","659089.82061000005","0","382.88664119999993","5797379.5478472002","5702922.0015900005","0","94457.546257199996","1312759.5368694998","387238.99114000006","0","925520.54572949989"
2007-08-01,"10731626.058180001","7451168.0720963124","1987405.4396997991","5463762.6323965136","-23387.9655747","0","-23387.9655747","329991.67242229998","92068.92190110001","105020.4792970288","148.0562094","148.0562094","0","11149668.1323408","15812765.266378412","8375981.9316467121","5864224.9679100001","764099.87694351235","1609453.8618701999","138203.22492299997","685825.31458759995","685445.38459999999","0","379.9299876","6027003.4340949999","5928216.3413199997","0","98787.092775000012","723954.58604909992","441397.66404","0","282556.92200909997"
2007-09-01,"11244396.97875","8721364.6271390505","2292177.4020192213","6429187.2251198292","-5195.056056299999","0","-5195.056056299999","335709.06258590001","92277.210557999992","99433.27928198161","148.0562094","148.0562094","0","11781335.156623298","16174927.819093019","8401087.8309224173","5990972.6044700006","775105.83150391642","1495785.0536934002","139224.34125510001","709750.5556075999","709370.62561999995","0","379.9299876","6222732.4719942007","6129049.2178800004","0","93683.254114199997","841356.96056880022","712789.20807000017","0","128567.75249880001"
2007-10-01,"11473613.14704","9230105.2996803615","2219295.1321381815","7010810.16754218","3805.3401866999993","0","3805.3401866999993","335020.12251909997","92761.711641299989","121041.21988113598","147.28808379999998","147.28808379999998","0","12033279.106709899","16357379.516182356","8561334.1441105548","6171171.8971799994","823273.12693435664","1428365.0355246996","138524.08447149998","734248.46739519993","733870.50850999996","0","377.95888519999994","6204325.4929520003","6115893.0498400005","0","88432.443111999994","857471.41172460001","459881.31200999999","0","397590.09971459996"
2007-11-01,"12175984.80861","9627611.2306340262","2300736.2096452257","7326875.0209887996","625.44101900000032","0","625.44101900000032","337603.72318630002","92462.075519800012","158439.22399539902","146.51995819999999","146.51995819999999","0","12081934.253467299","16354319.623603921","8521851.208235722","5946698.5118800001","828652.82620922104","1608556.1843939002","137943.68575260002","750825.74832279992","750449.76053999993","0","375.98778279999999","6348873.7716659997","6260751.9778499994","0","88121.793816000005","732768.89537939988","597183.32704999996","0","135585.56832939998"
2007-12-01,"14102848.197079999","10936144.535637481","3153871.8060143185","7782272.7296231622","-5446.3611779000003","0","-5446.3611779000003","336389.53767370002","91839.640831500015","235038.62800240799","145.36776980000002","145.36776980000002","0","12221027.779345002","14572554.562591484","7556344.501776685","4793767.5244199997","867291.48276088503","1758317.7643950004","136967.7302008","670383.00511919998","670009.97398999997","0","373.03112920000001","5703720.5347390994","5619892.3181699999","0","83828.216569099997","642106.52095649997","477076.56601000001","0","165029.95494649999"
2008-01-01,"13495386.073709998","12221226.145119593","3156218.2846518112","9065007.8604677804","1701.6027438000003","0","1701.6027438000003","335256.77515319997","88084.58226570001","248321.300176783","144.5996442","144.5996442","0","12845744.6699987","15114648.477655334","7905302.7053840356","5309084.2221599994","884329.14211463532","1575555.4780584001","136333.86305099999","747160.88820679998","746789.82817999995","0","371.0600268","5778825.881546001","5713690.3032500008","0","65135.578296","683359.00251849997","439067.89278999995","0","244291.10972850004"
2008-02-01,"13541983.464120001","13756765.903647348","2930562.308872941","10826203.594774406","-4787.4096648000004","0","-4787.4096648000004","332180.34449569997","87790.383849699996","268598.69742409978","143.83151860000001","143.83151860000001","0","12988981.359686801","16003905.802418523","8405775.422425922","5959770.4201699998","882767.50244662235","1427466.2005268002","135771.2992825","841522.38949440012","841153.30057000008","0","369.0889244","6016357.7856403003","5950404.2725400003","0","65953.513100299999","740250.20485789992","409799.18913999997","0","330451.01571789995"
2008-03-01,"13607375.586759999","14685386.403969634","2947731.7919967519","11737654.611972883","-168.65532400000004","0","-168.65532400000004","333689.84971799998","86194.645221999992","288637.13233771198","142.10323600000001","142.10323600000001","0","12205665.424596","17194753.378087431","9173950.6909374315","6660261.8787099989","916778.77662343439","1461792.0521","135117.983504","890637.571184","890272.91723999998","0","364.65394400000002","6372460.3332720008","6312521.4308400005","0","59938.902431999995","757704.78269400005","461523.97509000002","0","296180.80760399997"
