"MES","BCOP01","BCOP02","BCOP03","BCOP04","BCOP05","BCOP06","BCOP07","BCOP08","BCOP09","BCOP10","BCOP11","BCOP12","BCOP13","BCOP14","BCOP15","BCOP16","BCOP17","BCOP18","BCOP19","BCOP20","BCOP21","BCOP22","BCOP23","BCOP24","BCOP25","BCOP26","BCOP27","BCOP28","BCOP29","BCOP30"
2012-06-01,"3655348.3777600001","0","0","0","0","1591618.35195","1031980.4688000003","559174.54833999998","0","463.33481","2060825.3203699999","848875.22812999983","1211950.0922399999","0","0","2904.7054399999997","2642.1954999999998","262.50994000000003","133256.70108","0","71846.055439999996","61410.645640000002","2629.1125100000004","2305.0110400000003","324.10147000000006","-","0","2611.9197199999999","659564.42043000017","706911.7686999999"
2012-07-01,"3722897.7262400007","0","0","0","0","1633268.1693900004","1068631.2372900003","564193.38592000003","0","443.54617999999999","2087299.6775200001","877487.78646000009","1209811.8910600001","0","0","2329.8793299999998","2064.0837799999999","265.79554999999999","153957.28428000002","0","82546.638640000019","71410.645640000002","2873.2221800000002","2454.3926900000001","418.82948999999991","-","0","7611.9197199999999","673046.27744000009","710574.87462000002"
2012-08-01,"3711995.8163600001","0","0","0","0","1598705.58663","1042918.87774","555343.96412000014","0","442.74477000000002","2110899.7054499998","918192.86353999982","1192706.84191","0","0","2390.5242800000001","2152.4098200000003","238.11445999999995","174579.09375999999","1029","102139.44811999999","71410.645640000002","2659.7027600000001","2326.6309099999999","333.07185000000004","-","0","7154.5863599999993","694210.70858000009","715026.75719999999"
2012-09-01,"3743142.5924200001","0","0","0","0","1596457.1978699998","1047815.68982","548206.04130999977","0","435.46674000000002","2143837.9494500002","963066.17389999994","1180771.7755500001","0","0","2847.4451000000004","2624.4550700000004","222.99002999999999","198644.95747999998","0","99880.119040000005","98764.838439999992","2480.4939099999992","2179.2769499999995","301.21695999999997","-","0","7152.6705099999999","680284.35707999999","722392.47314999998"
2012-10-01,"3787810.8523300001","0","0","0","0","1611992.0896499997","1061648.5211799997","549905.15124000004","0","438.41722999999996","2173440.1145100002","997828.83409000013","1175611.28042","0","0","2378.6481699999999","2163.91491","214.73326","197022.09365","0","98257.255210000018","98764.838439999992","2597.2060500000002","2272.3053800000002","324.90067000000005","-","0","7152.6705099999999","695436.16298000002","721219.20226000005"
2012-11-01,"3859783.7262499998","0","0","0","0","1640029.6032300002","1080577.6915400003","559012.80728999991","0","439.1044","2217096.1852399996","1031105.5493699999","1185990.6358699999","0","0","2657.9377800000002","2341.4035699999999","316.53421000000003","204350.14614","0","105238.04178","99112.104359999998","2545.1941699999998","2238.77304","306.42112999999995","-","0","7127.1381700000002","722018.12081000011","732658.96915000014"
2012-12-01,"3956027.2782600001","0","0","0","0","1691648.73288","1141646.8592900001","549574.73878000001","0","427.13481000000002","2260589.5087700002","1078827.5470199999","1181761.96175","0","0","3789.0366100000006","3565.6782100000005","223.35840000000002","206375.61994","3430","104833.51558000001","98112.104359999998","12017.180659999996","11587.756409999996","429.42424999999997","-","0","7127.1381700000002","710624.92637999996","734910.61265000002"
2013-01-01,"3952343.4224899998","0","0","0","0","1653719.9481100002","1105799.37757","547497.70360000012","0","422.86694","2296190.5127399997","1124356.1823199997","1171834.33042","0","0","2432.9616399999995","2179.6454399999998","253.31619999999995","224711.22159999999","6174","121050.11723999999","97487.104359999998","11852.315070000001","11374.01296","478.30211000000003","0","0","6293.8048399999998","737831.22319000005","749823.40260999999"
2013-02-01,"3975520.9839500003","0","0","0","0","1642622.2203899999","1100611.1858499998","541578.68886000011","0","432.34568000000002","2330280.8811600003","1169912.82711","1160368.0540500002","0","0","2617.8824000000004","2382.4942400000004","235.38816","224694.67860000001","6174","119231.07424000002","99289.604359999998","11581.827879999999","11218.423799999999","363.40408000000002","0","0","5836.4714899999999","712837.82480000006","752851.51399000012"
2013-03-01,"3996310.0658999998","0","0","0","0","1649190.4034000004","1105277.9594000003","543478.76100000017","0","433.68299999999999","2344118.8630999997","1193498.2989400001","1150620.5641599998","0","0","3000.7994000000003","2746.9268800000004","253.87251999999995","264195.52228000003","6517","163534.72512000002","94143.797160000002","11843.321499999998","11421.632919999998","421.68858000000006","0","0","5834.5556399999996","716352.04980000015","754718.96834999998"
2013-04-01,"4028904.3224499999","0","0","0","0","1665074.5588099998","1129595.3114399998","535043.7787599999","0","435.46861000000001","2360686.47939","1220176.8937600001","1140509.5856299999","0","0","3143.2842500000002","2864.8646600000002","278.41959000000003","269321.94481000002","2401","162777.14765","104143.79716","3328.6089899999997","2958.1871899999996","370.42180000000002","0","0","5834.5556399999996","708688.65052999998","748825.69897999999"
2013-05-01,"4057987.5646400009","0","0","0","0","1674547.6522000004","1138831.5466800001","535286.72941000003","0","429.37611000000004","2380468.9092300003","1252413.56801","1128055.3412200001","0","0","2971.0032099999999","2568.86681","402.13640000000004","266790.67715","1372","161379.04665","104039.6305","3130.6852400000007","2761.7565600000007","368.92867999999999","0","0","5809.0232999999998","725725.50059999991","753122.44556000014"
2013-06-01,"4086663.6521000001","0","0","0","0","1677706.48386","1139351.11314","537927.83510000003","0","427.53561999999999","2406091.0853300001","1280437.1827499997","1125653.9025800002","0","0","2866.0829100000001","2568.99766","297.08524999999997","275148.89055000001","600","161613.42671","112935.46384","3119.9772899999998","2775.0447999999997","344.93248999999997","0","0","5809.0232999999998","726690.37278999994","761444.97253000003"
2013-07-01,"4099905.2852200004","0","0","0","0","1675485.4051699999","1136155.4473899999","539255.42141000007","0","74.536369999999991","2421938.8331500003","1311205.6730700003","1110733.1600800001","0","0","2481.0469000000003","2162.7828100000002","318.26408999999995","285035.38387999998","900","162095.75335999997","122039.63051999999","3107.702780000001","2776.7328800000009","330.9699","0","0","4975.6899699999994","727160.21498000016","766001.79181000008"
2013-08-01,"4144574.6211399999","0","0","0","0","1704711.3506","1170251.1253699998","534385.38263000001","0","74.84259999999999","2436673.64463","1334515.3384200002","1102158.3062100001","0","0","3189.6259099999997","2893.5011199999999","296.12478999999996","293911.83860999998","4430","167817.20808000001","121664.63052999999","3147.3356999999992","2758.4308899999992","388.90481000000005","0","0","4518.3566099999998","741710.67483000015","767872.88012999995"
2013-09-01,"4141235.0505500003","0","0","0","0","1681597.3507100001","1147802.1977700002","533721.26162","0","73.891319999999993","2456782.6817800002","1367444.4290499999","1089338.2527300001","0","0","2855.0180600000003","2440.5017300000004","414.51632999999998","287454.08362000005","2401","168909.26028000002","116143.82334","3097.1765700000001","2736.9593199999999","360.21725000000004","0","0","4516.4407599999995","742578.62643000006","776932.90845999995"
2013-10-01,"4178880.7844100003","0","0","0","0","1717850.41971","1179871.4088899998","537906.1152","0","72.895619999999994","2458348.9788000002","1383330.7501100001","1075018.22869","0","0","2681.3858999999998","2427.9764399999999","253.40946000000002","300443.65356999997","0","171674.83022","128768.82334999999","3066.4662700000003","2693.2201000000005","373.24617000000001","0","0","4516.4407599999995","752593.56807999988","782014.71265999996"
2013-11-01,"4204643.34167","0","0","0","0","1727012.88913","1187427.6180799999","539516.97826","0","68.292789999999997","2474395.71753","1412091.6098","1062304.10773","0","0","3234.7350100000003","2648.1914900000002","586.54352000000006","291505.14341999998","1372","161770.57006","128362.57335999999","3124.9139200000004","2718.7686600000002","406.14526000000006","0","0","4490.9084199999998","777713.61970000016","785151.59471999994"
2013-12-01,"4348838.0609199991","0","0","0","0","1840676.6430199994","1305005.6638699996","535603.47938999988","0","67.499760000000009","2504995.7293099998","1436929.3622099999","1068066.3670999999","0","0","3165.6885900000002","2719.5607300000001","446.12786","282976.21002","1372","154647.88665","126956.32337","11460.82193","10778.84736","681.97457000000009","0","0","4490.9084199999998","768847.06761000003","779549.50578999997"
2014-01-01,"4306683.5258100005","0","0","0","0","1772669.2648700001","1236354.19585","536265.90028000006","0","49.16874","2531367.8528500004","1469289.1945100003","1062078.6583400001","0","0","2646.4080900000004","2007.9742200000003","638.43386999999996","286618.43737999996","3773","156920.36399999997","125925.07338","11089.445269999997","10628.731959999997","460.71330999999992","0","0","3657.5750899999998","793156.56020999991","787016.94366999995"
2014-02-01,"4356168.7689399999","0","0","0","0","1809414.0081099998","1270576.89026","538792.25550999981","0","44.862339999999996","2543534.2400099998","1489561.1965099997","1053973.0434999999","0","0","3220.5208199999997","2726.71065","493.81016999999991","273282.70619","4116","144012.02531999999","125154.68087","10778.647559999998","10359.472489999998","419.17507000000001","0","0","3200.2418699999998","780266.36035999993","787155.24650000001"
2014-03-01,"4372965.7462799996","0","0","0","0","1808897.0021799996","1273119.9274899997","535732.31616000005","0","44.758530000000007","2560843.5712899999","1516233.3611499998","1044610.21014","0","0","3225.17281","2720.9074700000001","504.26534000000009","271874.80359999998","7546","144726.17992","119602.62367999999","9824.0378499999988","9402.1773199999989","421.86052999999993","0","0","3198.3260199999995","780061.10424000002","792416.30816000002"
2014-04-01,"4390491.78639","0","0","0","0","1803376.3190699997","1269390.0914499999","533941.27532999997","0","44.952289999999998","2583939.8013500003","1552395.4057800001","1031544.3955700001","0","0","3175.66597","2743.0313300000003","432.63463999999993","264316.0773","4802","146393.32861","113120.74868999999","2835.5456000000004","2420.9468800000004","414.59872000000001","0","0","14174.32602","781488.33044000017","793162.1264200001"
2014-05-01,"4397446.2174500003","0","0","0","0","1797141.45043","1263399.8300099999","533696.44040000008","0","45.180019999999999","2595788.0632100003","1570245.6439100001","1025542.4193000001","0","0","4516.7038099999991","4118.5808799999995","398.12293","264467.67668999999","3244","148509.17799","112714.4987","3648.6441199999995","3247.5040199999994","401.14009999999996","0","0","14148.793679999999","794892.95637000015","794949.36955000006"
2014-06-01,"4431325.9253900005","0","0","0","0","1816721.5896900001","1278651.6229600001","538024.65694000002","0","45.309789999999992","2611176.6285999999","1590991.0110599999","1020185.6175400001","0","0","3427.7071000000001","2939.0935899999999","488.61351000000002","268898.97269999998","1715","162227.59899","104956.37371","3719.3472799999995","3276.0554899999993","443.29179000000011","0","0","14148.793679999999","794259.53712999995","802321.12149000005"
2014-07-01,"4389701.2926900005","0","0","0","0","1790525.2022599997","1250972.6713399999","539506.95136999991","0","45.579550000000005","2596052.9092300003","1586099.6007700001","1009953.3084600001","0","0","3123.1812","2704.5983900000001","418.58280999999994","300224.57549999998","0","196799.45178","103425.12371999999","4138.9402300000002","3182.2772599999998","956.66297000000009","0","0","13315.460350000001","806313.22186000005","802970.55938999995"
2014-08-01,"4335811.4480400002","0","0","0","0","1844840.7461300001","1310939.4762400002","533855.43910999992","0","45.830779999999997","2487161.9094799999","1523477.4197399998","963684.48973999999","0","0","3808.7924300000004","3369.8767000000003","438.91573","380444.20952000003","0","277399.61079000001","103044.59873000001","3552.9120299999995","3146.0726499999996","406.83938000000001","0","0","13315.460350000001","807181.11061999993","805845.45022"
2014-09-01,"4330509.5621400001","0","0","0","0","1812564.9199000001","1288834.27088","523684.72574000008","0","45.923279999999998","2514766.2715699999","1555464.7528299999","959301.51873999997","0","0","3178.3706699999998","2713.1216899999999","465.24897999999996","371139.73250000004","3401","269128.79096000001","98609.94154","3495.04864","3153.9701800000003","341.07845999999995","0","0","13313.5445","847516.41548000008","806581.09351000004"
2014-10-01,"4377658.4768400006","0","0","0","0","1859743.0886200001","1337513.9814500003","522183.06460999983","0","46.042559999999995","2514943.8373400001","1567252.3378999999","947691.49943999993","0","0","2971.5508800000002","2589.5729300000003","381.97795000000002","438892.35440000001","2458","339355.66285000002","97078.691549999989","3529.8331399999993","3201.0892299999991","328.74390999999997","0","0","11484.211140000001","825160.47311999998","810813.05265999993"
2014-11-01,"4374774.2407600004","0","0","0","0","1852801.4168","1333508.12075","519247.10838999995","0","46.187660000000001","2518989.2778400001","1580670.98505","938318.29278999998","0","0","2983.5461200000004","2604.7782600000005","378.76786000000004","440930.31887000002","1686","342571.87731000001","96672.441560000007","3287.8792899999999","2945.0364599999998","342.84283000000005","0","0","11458.678800000002","849703.46701000014","811233.63404000015"
2014-12-01,"4645098.5519000003","0","0","0","0","2000669.5301000001","1479962.08397","520669.22824000008","0","38.217889999999997","2641881.3673700001","1690621.0571100002","951260.31025999982","0","0","2547.65443","2217.2931800000001","330.36124999999998","321210.57844000001","4716","221728.38687000002","94766.191569999995","9892.6678800000009","9512.2572600000003","380.41062000000005","0","0","25178.678800000002","809736.57915000012","818419.72237000009"
2015-01-01,"4573262.6199000003","0","0","0","0","1923644.3456199998","1402585.7966999998","521020.49206999998","0","38.056849999999997","2646243.0611099997","1708962.3185399997","937280.74256999989","0","0","3375.21317","3053.7130900000002","321.50007999999997","312929.36317999999","3087","216633.14660000004","93209.216579999978","9605.0914300000004","9066.6661199999999","538.42530999999997","0","0","24345.34547","799009.78809000016","823220.35443000006"
2015-02-01,"4562195.2429100005","0","0","0","0","1913335.6373700004","1393132.8931900004","520165.22985","0","37.514330000000001","2644337.1118900003","1717784.6269400001","926552.48495000007","0","0","4522.4936499999994","4124.3165399999998","398.17710999999991","326609.04025000002","2058","231748.07366000002","92802.966589999996","9014.3847000000005","8735.2959200000005","279.08878000000004","0","0","24345.34547","808267.20873999991","824786.47488000011"
2015-03-01,"4564797.7378399996","0","0","0","0","1887872.4063600004","1370759.2796900002","517075.44235000003","0","37.68432","2674054.2519699996","1763857.0804699997","910197.17150000005","0","0","2871.07951","2545.1155600000002","325.96394999999995","326736.05209999997","2772","235595.74269999997","88368.309399999998","9092.4708899999987","8783.7869799999989","308.68391000000003","0","0","24343.429620000003","823936.42879000015","829948.33248999994"
2015-04-01,"4634466.8245100006","0","0","0","0","1895592.41701","1381865.9190699998","513688.95164000004","0","37.546300000000002","2735478.5118999998","1835630.0372899999","899848.47461000003","0","0","3395.8955999999998","2947.8425400000001","448.05305999999996","324570.00274999999","4802","232930.94333999997","86837.059410000002","3545.9288200000001","3247.8478300000002","298.08098999999993","0","0","22514.096270000002","814732.48065999988","828934.4595"
2015-05-01,"4654943.3055599993","0","0","0","0","1902042.08498","1386878.28718","515126.18523000006","0","37.612569999999998","2748087.4994299999","1852562.38173","895525.11770000006","0","0","4813.7211500000003","4336.70244","477.01871","313194.99988999998","4116","222648.19047","86430.80941999999","3340.0835599999996","3032.1404299999995","307.94313","0","0","22488.56393","820643.31040999992","828594.46959999984"
2015-06-01,"4636355.4868800007","0","0","0","0","1874222.6566300001","1363842.5473800001","510343.54982000001","0","36.559429999999992","2758854.0660800003","1877167.92664","881686.13944000006","0","0","3278.7641700000004","2888.6505000000002","390.11367000000007","308251.95377000002","3773","219954.39434","84524.559429999994","3539.4796100000008","3073.7543300000007","465.72527999999994","0","0","22488.56393","825802.57136000006","834315.29245000018"
2015-07-01,"4643684.2398700006","0","0","0","0","1866287.4464399999","1363118.1816499999","503132.51893000002","0","36.74586","2773841.9462300008","1899012.8913300005","874829.0549000001","0","0","3554.8472000000002","3257.45894","297.38825999999995","321098.03982000001","2744","235360.73037999999","82993.309439999997","3285.2137000000002","2999.0463300000001","286.16737000000001","0","0","21655.230579999999","863957.51292000001","836704.79778000002"
2015-08-01,"4666544.7042100001","0","0","0","0","1854036.6783599998","1353418.2652499999","500582.51734999992","0","35.895759999999996","2809033.8127800003","1929308.3711100002","879725.44167000009","0","0","3474.2130699999998","3102.5136599999996","371.69941000000006","323813.12699999998","2401","238825.06755000001","82587.059449999986","3465.5077799999999","3063.5616099999997","401.94617000000005","0","0","21655.230579999999","846033.23789999983","842637.73884000012"
2015-09-01,"4720809.0967000006","0","0","0","0","1885886.1737100002","1387843.0819000003","498007.11175999994","0","35.980049999999999","2830465.0759000001","1945170.8957799999","885294.18012000003","0","0","4457.8470899999993","4077.8097899999998","380.0372999999999","323995.82747999998","4870.6000000000004","240972.82522","78152.402259999988","3379.1070799999998","2984.3416699999998","394.76541000000003","0","0","21653.314729999998","852653.1253800001","847155.49141999998"
2015-10-01,"4808395.5161000006","0","0","0","0","1893757.6386200001","1389500.02678","504221.61536000005","0","35.996480000000005","2911048.6849400001","2001601.6213100003","909447.06362999999","0","0","3589.1925399999996","3215.5156899999997","373.67685","321991.61192","3773","241597.45965","76621.152269999991","3368.75101","2970.5568399999997","398.19417000000004","0","0","24968.981369999994","850131.45548999996","850349.6950399999"
2015-11-01,"4770786.3999499995","0","0","0","0","1837405.7766800001","1342910.8137000001","494458.84380000009","0","36.11918","2929586.21245","2018409.2739000001","911176.93854999996","0","0","3794.4108199999996","3332.3670999999995","462.04371999999995","336539.60492999997","3773","256551.70264999999","76214.902279999995","3185.6337100000001","2875.1985300000001","310.43518","0","0","28373.449030000003","893438.99604","854295.01297000004"
2015-12-01,"4977174.6816300005","0","0","0","0","2033489.1775000002","1534115.9905100004","499337.24038999993","0","35.946599999999997","2939727.2186499997","2038157.7384499998","901569.48019999999","0","0","3958.28548","3699.9372499999999","258.34823","335446.37186000001","4459","256678.71957000002","74308.652289999998","8751.8767400000015","8366.9476600000016","384.92907999999994","0","0","27126.176030000002","831728.2740900002","860039.48339000007"
